time_point,year,month,anomaly,unc,abs_temp
1993.02,1993,2,0.545,0.063,3.755
1993.03,1993,3,0.603,0.084,5.933
1993.04,1993,4,0.323,0.057,8.673
1993.05,1993,5,0.106,0.042,11.476
1993.06,1993,6,-0.001,0.086,13.529
1993.07,1993,7,0.19,0.082,14.59
1993.08,1993,8,-0.076,0.112,13.834
1993.09,1993,9,-0.188,0.068,11.922
1993.1,1993,10,0.34,0.087,9.6
1993.11,1993,11,-0.384,0.114,5.726
1993.12,1993,12,0.382,0.096,4.032
1994.01,1994,1,0.41,0.124,3.01
1994.02,1994,2,-0.402,0.117,2.808
1994.03,1994,3,0.403,0.059,5.733
1994.04,1994,4,0.659,0.057,9.009
1994.05,1994,5,0.308,0.061,11.678
1994.06,1994,6,0.613,0.06,14.143
1994.07,1994,7,0.256,0.099,14.656
1994.08,1994,8,0.065,0.047,13.975
1994.09,1994,9,0.402,0.071,12.512
1994.1,1994,10,0.727,0.071,9.987
1994.11,1994,11,0.661,0.117,6.771
1994.12,1994,12,0.454,0.088,4.104
1995.01,1995,1,0.936,0.066,3.536
1995.02,1995,2,1.444,0.091,4.654
1995.03,1995,3,0.637,0.056,5.967
1995.04,1995,4,0.621,0.032,8.971
1995.05,1995,5,0.2,0.054,11.57
1995.06,1995,6,0.643,0.11,14.173
1995.07,1995,7,0.712,0.098,15.112
1995.08,1995,8,0.721,0.099,14.631
1995.09,1995,9,0.445,0.08,12.555
1995.1,1995,10,0.828,0.037,10.088
1995.11,1995,11,0.63,0.07,6.74
1995.12,1995,12,0.469,0.083,4.119
1996.01,1996,1,0.26,0.082,2.86
1996.02,1996,2,0.778,0.09,3.988
1996.03,1996,3,0.203,0.044,5.533
1996.04,1996,4,0.329,0.075,8.679
1996.05,1996,5,0.224,0.08,11.594
1996.06,1996,6,0.149,0.063,13.679
1996.07,1996,7,0.425,0.07,14.825
1996.08,1996,8,0.689,0.066,14.599
1996.09,1996,9,0.18,0.041,12.29
1996.1,1996,10,0.251,0.072,9.511
1996.11,1996,11,0.41,0.111,6.52
1996.12,1996,12,0.668,0.089,4.318
1997.01,1997,1,0.56,0.117,3.16
1997.02,1997,2,0.559,0.055,3.769
1997.03,1997,3,0.663,0.151,5.993
1997.04,1997,4,0.537,0.053,8.887
1997.05,1997,5,0.227,0.093,11.597
1997.06,1997,6,0.604,0.071,14.134
1997.07,1997,7,0.159,0.095,14.559
1997.08,1997,8,0.346,0.068,14.256
1997.09,1997,9,0.567,0.055,12.677
1997.1,1997,10,0.838,0.06,10.098
1997.11,1997,11,0.665,0.117,6.775
1997.12,1997,12,0.763,0.08,4.413
1998.01,1998,1,0.747,0.045,3.347
1998.02,1998,2,1.613,0.084,4.823
1998.03,1998,3,0.684,0.059,6.014
1998.04,1998,4,1.028,0.091,9.378
1998.05,1998,5,0.929,0.054,12.299
1998.06,1998,6,1.003,0.061,14.533
1998.07,1998,7,0.932,0.042,15.332
1998.08,1998,8,0.964,0.054,14.874
1998.09,1998,9,0.556,0.083,12.666
1998.1,1998,10,0.665,0.07,9.925
1998.11,1998,11,0.276,0.057,6.386
1998.12,1998,12,1.016,0.111,4.666
1999.01,1999,1,0.94,0.072,3.54
1999.02,1999,2,1.476,0.082,4.686
1999.03,1999,3,0.201,0.1,5.531
1999.04,1999,4,0.485,0.063,8.835
1999.05,1999,5,0.345,0.04,11.715
1999.06,1999,6,0.505,0.054,14.035
1999.07,1999,7,0.443,0.055,14.843
1999.08,1999,8,0.432,0.066,14.342
1999.09,1999,9,0.606,0.08,12.716
1999.1,1999,10,0.724,0.099,9.984
1999.11,1999,11,0.467,0.063,6.577
1999.12,1999,12,0.915,0.094,4.565
2000.01,2000,1,0.348,0.071,2.948
2000.02,2000,2,0.966,0.047,4.176
2000.03,2000,3,0.889,0.06,6.219
2000.04,2000,4,1.197,0.128,9.547
2000.05,2000,5,0.509,0.092,11.879
2000.06,2000,6,0.526,0.055,14.056
2000.07,2000,7,0.438,0.063,14.838
2000.08,2000,8,0.612,0.07,14.522
2000.09,2000,9,0.425,0.095,12.535
2000.1,2000,10,0.196,0.04,9.456
2000.11,2000,11,0.187,0.069,6.297
2000.12,2000,12,0.201,0.076,3.851
2001.01,2001,1,0.735,0.071,3.335
2001.02,2001,2,0.512,0.055,3.722
2001.03,2001,3,0.883,0.049,6.213
2001.04,2001,4,0.89,0.058,9.24
2001.05,2001,5,0.909,0.074,12.279
2001.06,2001,6,0.58,0.081,14.11
2001.07,2001,7,0.747,0.069,15.147
2001.08,2001,8,0.513,0.061,14.423
2001.09,2001,9,0.611,0.065,12.721
2001.1,2001,10,0.659,0.06,9.919
2001.11,2001,11,1.187,0.088,7.297
2001.12,2001,12,0.857,0.087,4.507
2002.01,2002,1,1.424,0.065,4.024
2002.02,2002,2,1.491,0.085,4.701
2002.03,2002,3,1.447,0.075,6.777
2002.04,2002,4,0.882,0.064,9.232
2002.05,2002,5,0.877,0.081,12.247
2002.06,2002,6,0.551,0.081,14.081
2002.07,2002,7,0.936,0.06,15.336
2002.08,2002,8,0.645,0.055,14.555
2002.09,2002,9,0.829,0.054,12.939
2002.1,2002,10,0.717,0.047,9.977
2002.11,2002,11,0.775,0.05,6.885
2002.12,2002,12,0.387,0.072,4.037
2003.01,2003,1,1.384,0.086,3.984
2003.02,2003,2,0.876,0.063,4.086
2003.03,2003,3,0.73,0.083,6.06
2003.04,2003,4,0.802,0.029,9.152
2003.05,2003,5,0.789,0.073,12.159
2003.06,2003,6,0.472,0.079,14.002
2003.07,2003,7,0.574,0.099,14.974
2003.08,2003,8,0.776,0.064,14.686
2003.09,2003,9,0.798,0.102,12.908
2003.1,2003,10,1.159,0.081,10.419
2003.11,2003,11,0.591,0.098,6.701
2003.12,2003,12,1.487,0.061,5.137
2004.01,2004,1,0.92,0.062,3.52
2004.02,2004,2,1.292,0.07,4.502
2004.03,2004,3,0.996,0.062,6.326
2004.04,2004,4,0.896,0.041,9.246
2004.05,2004,5,0.203,0.073,11.573
2004.06,2004,6,0.365,0.098,13.895
2004.07,2004,7,-0.102,0.057,14.298
2004.08,2004,8,0.276,0.085,14.186
2004.09,2004,9,0.528,0.133,12.638
2004.1,2004,10,0.862,0.05,10.122
2004.11,2004,11,1.196,0.071,7.306
2004.12,2004,12,0.609,0.084,4.259
2005.01,2005,1,1.206,0.063,3.806
2005.02,2005,2,0.713,0.076,3.923
2005.03,2005,3,1.221,0.04,6.551
2005.04,2005,4,1.263,0.078,9.613
2005.05,2005,5,0.858,0.104,12.228
2005.06,2005,6,0.945,0.055,14.475
2005.07,2005,7,0.782,0.081,15.182
2005.08,2005,8,0.604,0.051,14.514
2005.09,2005,9,1.104,0.054,13.214
2005.1,2005,10,1.314,0.095,10.574
2005.11,2005,11,1.299,0.096,7.409
2005.12,2005,12,1.224,0.076,4.874
2006.01,2006,1,0.675,0.097,3.275
2006.02,2006,2,1.228,0.138,4.438
2006.03,2006,3,1.004,0.098,6.334
2006.04,2006,4,0.699,0.084,9.049
2006.05,2006,5,0.413,0.114,11.783
2006.06,2006,6,0.908,0.081,14.438
2006.07,2006,7,0.631,0.126,15.031
2006.08,2006,8,0.982,0.133,14.892
2006.09,2006,9,0.752,0.076,12.862
2006.1,2006,10,1.023,0.036,10.283
2006.11,2006,11,0.822,0.092,6.932
2006.12,2006,12,1.331,0.088,4.981
2007.01,2007,1,1.975,0.068,4.575
2007.02,2007,2,1.021,0.075,4.231
2007.03,2007,3,1.167,0.072,6.497
2007.04,2007,4,1.467,0.101,9.817
2007.05,2007,5,1.149,0.052,12.519
2007.06,2007,6,0.778,0.053,14.308
2007.07,2007,7,0.801,0.057,15.201
2007.08,2007,8,0.834,0.061,14.744
2007.09,2007,9,0.814,0.045,12.924
2007.1,2007,10,1.076,0.077,10.336
2007.11,2007,11,0.966,0.082,7.076
2007.12,2007,12,0.864,0.076,4.514
2008.01,2008,1,0.238,0.077,2.838
2008.02,2008,2,0.374,0.084,3.584
2008.03,2008,3,1.586,0.067,6.916
2008.04,2008,4,0.932,0.07,9.282
2008.05,2008,5,0.677,0.091,12.047
2008.06,2008,6,0.61,0.103,14.14
2008.07,2008,7,0.762,0.087,15.162
2008.08,2008,8,0.451,0.095,14.361
2008.09,2008,9,0.674,0.091,12.784
2008.1,2008,10,1.131,0.058,10.391
2008.11,2008,11,1.099,0.087,7.209
2008.12,2008,12,0.728,0.104,4.378
2009.01,2009,1,1.085,0.084,3.685
2009.02,2009,2,0.885,0.101,4.095
2009.03,2009,3,0.752,0.06,6.082
2009.04,2009,4,1.003,0.093,9.353
2009.05,2009,5,0.742,0.11,12.112
2009.06,2009,6,0.669,0.118,14.199
2009.07,2009,7,0.821,0.06,15.221
2009.08,2009,8,0.73,0.049,14.64
2009.09,2009,9,1.03,0.078,13.14
2009.1,2009,10,0.854,0.056,10.114
2009.11,2009,11,0.89,0.091,7
2009.12,2009,12,0.64,0.057,4.29
2010.01,2010,1,1.138,0.064,3.738
2010.02,2010,2,1.185,0.086,4.395
2010.03,2010,3,1.409,0.079,6.739
2010.04,2010,4,1.306,0.077,9.656
2010.05,2010,5,1.035,0.093,12.405
2010.06,2010,6,0.886,0.038,14.416
2010.07,2010,7,0.792,0.074,15.192
2010.08,2010,8,0.846,0.088,14.756
2010.09,2010,9,0.746,0.063,12.856
2010.1,2010,10,1.176,0.085,10.436
2010.11,2010,11,1.362,0.073,7.472
2010.12,2010,12,0.639,0.072,4.289
2011.01,2011,1,0.678,0.083,3.278
2011.02,2011,2,0.536,0.066,3.746
2011.03,2011,3,0.778,0.055,6.108
2011.04,2011,4,1.121,0.06,9.471
2011.05,2011,5,0.616,0.071,11.986
2011.06,2011,6,0.857,0.063,14.387
2011.07,2011,7,1.075,0.066,15.475
2011.08,2011,8,1.088,0.063,14.998
2011.09,2011,9,0.795,0.086,12.905
2011.1,2011,10,1.085,0.076,10.345
2011.11,2011,11,0.697,0.069,6.807
2011.12,2011,12,1.022,0.121,4.672
2012.01,2012,1,0.552,0.062,3.152
2012.02,2012,2,0.42,0.056,3.63
2012.03,2012,3,0.694,0.057,6.024
2012.04,2012,4,1.322,0.065,9.672
2012.05,2012,5,1.22,0.051,12.59
2012.06,2012,6,0.973,0.066,14.503
2012.07,2012,7,0.666,0.074,15.066
2012.08,2012,8,0.796,0.074,14.706
2012.09,2012,9,0.919,0.085,13.029
2012.1,2012,10,1.155,0.051,10.415
2012.11,2012,11,1.03,0.07,7.14
2012.12,2012,12,0.442,0.065,4.092
2013.01,2013,1,1.077,0.078,3.677
2013.02,2013,2,1.011,0.084,4.221
2013.03,2013,3,0.938,0.109,6.268
2013.04,2013,4,0.684,0.074,9.034
2013.05,2013,5,0.831,0.102,12.201
2013.06,2013,6,1.038,0.107,14.568
2013.07,2013,7,0.59,0.067,14.99
2013.08,2013,8,0.828,0.072,14.738
2013.09,2013,9,1.034,0.055,13.144
2013.1,2013,10,0.986,0.042,10.246
2013.11,2013,11,1.305,0.096,7.415
2013.12,2013,12,1.066,0.073,4.716
2014.01,2014,1,1.126,0.05,3.726
2014.02,2014,2,0.288,0.095,3.498
2014.03,2014,3,1.051,0.113,6.381
2014.04,2014,4,1.226,0.119,9.576
2014.05,2014,5,1.194,0.09,12.564
2014.06,2014,6,0.802,0.04,14.332
2014.07,2014,7,0.458,0.081,14.858
2014.08,2014,8,0.968,0.092,14.878
2014.09,2014,9,0.97,0.057,13.08
2014.1,2014,10,1.06,0.072,10.32
2014.11,2014,11,0.582,0.056,6.692
2014.12,2014,12,1.198,0.104,4.848
2015.01,2015,1,1.283,0.084,3.883
2015.02,2015,2,1.451,0.1,4.661
2015.03,2015,3,1.421,0.074,6.751
2015.04,2015,4,0.947,0.086,9.297
2015.05,2015,5,0.954,0.068,12.324
2015.06,2015,6,0.971,0.056,14.501
2015.07,2015,7,0.637,0.079,15.037
2015.08,2015,8,0.833,0.088,14.743
2015.09,2015,9,0.863,0.085,12.973
2015.1,2015,10,1.505,0.062,10.765
2015.11,2015,11,1.293,0.073,7.403
2015.12,2015,12,1.784,0.087,5.434
2016.01,2016,1,1.595,0.102,4.195
2016.02,2016,2,2.176,0.082,5.386
2016.03,2016,3,2.121,0.103,7.451
2016.04,2016,4,1.8,0.082,10.15
2016.05,2016,5,1.246,0.093,12.616
2016.06,2016,6,0.851,0.12,14.381
2016.07,2016,7,0.884,0.161,15.284
